px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	meas_type	NIS
10.9895	-3.43145	2.70326	0.959215	0.278226	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	R	3.264
11.0682	-3.27465	2.77553	0.992778	0.296243	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	L	0.887472
11.1111	-3.12182	2.71925	1.06352	0.374361	11.1178	-2.98807	11.1	-3	0.907725	2.72317	R	4.12882
11.1794	-2.95554	2.77171	1.09981	0.388686	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	L	0.562179
11.2297	-2.80468	2.76477	1.14432	0.420226	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	R	0.743926
11.2874	-2.63382	2.8147	1.18085	0.43238	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	L	0.462992
11.2288	-2.43594	2.72151	1.35419	0.65271	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	R	30.3081
11.2422	-2.28185	2.72215	1.40012	0.661595	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	L	0.401838
11.3384	-2.18958	2.66109	1.32309	0.488863	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	R	19.546
11.3708	-2.02173	2.70722	1.35716	0.494823	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	L	0.27036
11.3779	-1.86568	2.70662	1.41163	0.534118	11.3011	-1.79507	11.35	-1.8	0	2.73035	R	1.02855
11.3889	-1.7057	2.72494	1.4491	0.541204	11.3326	-1.67041	11.35	-1.65	0	2.73033	L	0.242429
11.3311	-1.54432	2.73718	1.56187	0.666174	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	R	10.2843
11.3193	-1.39428	2.7578	1.60309	0.672954	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	L	0.266541
11.2715	-1.227	2.79768	1.6887	0.7455	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	R	3.41691
11.2334	-1.1001	2.74379	1.73716	0.752999	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	L	0.56658
11.1146	-0.923278	2.90062	1.88411	0.916674	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	R	18.9067
11.0498	-0.770905	2.92996	1.9396	0.924571	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	L	0.548877
10.9999	-0.635464	2.8711	1.97364	0.896021	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	R	1.01414
10.923	-0.509348	2.83892	2.03136	0.90469	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	L	0.299595
10.8227	-0.363037	2.9186	2.11079	0.95133	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	R	2.01176
10.723	-0.261581	2.85972	2.17747	0.96666	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	L	0.710201
10.5523	-0.109575	3.12347	2.30174	1.07827	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	R	13.5235
10.419	-0.0320058	3.04934	2.38259	1.10145	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	L	1.17928
10.3302	0.0545802	2.90021	2.42337	1.06986	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	R	2.33611
10.1983	0.0988447	2.81527	2.50831	1.09855	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	L	1.44143
10.0491	0.180532	2.87967	2.58583	1.1225	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	R	1.21302
9.90333	0.197974	2.80084	2.68024	1.15781	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	L	1.74158
9.74925	0.25074	2.83475	2.75708	1.17419	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	R	0.823699
9.59382	0.232401	2.76055	2.86436	1.21965	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	L	2.43285
9.43635	0.259136	2.78428	2.94099	1.23046	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	R	0.519281
9.27891	0.250016	2.76294	3.03193	1.25471	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	L	0.62524
9.12728	0.254674	2.74846	3.10574	1.25923	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	R	0.109812
8.9718	0.256279	2.75601	-3.10798	1.25896	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	L	0.032216
8.87115	0.21851	2.47758	-3.0198	1.27754	8.90199	0.247143	8.85	0.25	-1.81847	0	R	6.11364
8.74103	0.214268	2.47554	-2.9621	1.26487	8.76016	0.263752	8.75	0.25	-1.81846	0	L	0.1658
8.53896	0.227161	2.84242	-2.93465	1.21784	8.46355	0.258809	8.55	0.25	-3.6326	0	R	11.4656
8.38235	0.205676	2.8495	-2.87882	1.20594	8.35367	0.252596	8.35	0.25	-3.6326	0	L	0.173644
8.22757	0.167237	2.84739	-2.81691	1.20117	8.05161	0.241868	8.2	0.25	-2.72841	0	R	0.47724
8.07804	0.147488	2.84138	-2.77658	1.17484	8.05411	0.247878	8.05	0.25	-2.72842	0	L	0.633055
7.92979	0.0997355	2.83733	-2.72088	1.16572	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	R	0.472499
7.78336	0.0606939	2.83082	-2.67834	1.14365	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	L	0.499373
7.63757	0.0100298	2.88432	-2.63994	1.11537	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	R	1.04121
7.49493	-0.0403273	2.87072	-2.60049	1.09334	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	L	0.527149
7.32703	-0.0733424	3.02941	-2.60327	1.02269	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	R	5.14091
7.1961	-0.107644	2.98978	-2.58363	0.991282	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	L	1.15419
7.0998	-0.196293	2.8223	-2.50523	1.02786	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	R	3.85705
6.97599	-0.255171	2.78499	-2.47247	1.00423	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	L	0.711577
6.86843	-0.344837	2.73241	-2.41469	1.01118	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	R	0.526727
6.76151	-0.421863	2.69729	-2.37394	0.996548	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	L	0.349066
6.67066	-0.5217	2.65232	-2.314	1.00594	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	R	0.380772
6.57161	-0.615914	2.63478	-2.26883	0.995992	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	L	0.180658
6.52695	-0.764991	2.53419	-2.14955	1.08635	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	R	5.94292
6.45269	-0.897554	2.55825	-2.08347	1.09239	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	L	0.110748
6.40121	-1.03324	2.57508	-2.00772	1.11932	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	R	0.482486
6.34706	-1.17634	2.62241	-1.94203	1.12801	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	L	0.417232
6.30206	-1.30124	2.62909	-1.88945	1.12032	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	R	0.244243
6.26272	-1.4277	2.63209	-1.83408	1.11966	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	L	0.0046429
6.26058	-1.60385	2.7069	-1.71797	1.20645	6.24787	-1.61119	6.25	-1.6	0	-2.99288	R	4.66495
6.24296	-1.74172	2.71491	-1.65763	1.20607	6.23547	-1.75335	6.25	-1.75	0	-2.99285	L	0.0108376
6.27167	-1.93847	2.83578	-1.53132	1.29351	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	R	5.22352
6.29514	-2.08383	2.80967	-1.45462	1.29996	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	L	0.20934
6.31058	-2.20101	2.68262	-1.40679	1.26031	6.53066	-2.26346	6.35	-2.2	0	-2.72782	R	2.63071
6.34477	-2.34332	2.67699	-1.33428	1.26365	6.36917	-2.33894	6.35	-2.35	0	-2.72779	L	0.0334304
6.36094	-2.46567	2.57895	-1.28983	1.2258	6.27034	-2.51837	6.35	-2.55	0	-3.63689	R	1.81737
6.39006	-2.62949	2.63725	-1.23479	1.21047	6.34287	-2.73391	6.35	-2.75	0	-3.63689	L	0.749387
6.44582	-2.79269	2.72665	-1.16571	1.21645	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	R	0.779525
6.49245	-2.9584	2.78059	-1.11562	1.19687	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	L	0.790241
6.54719	-3.09348	2.7328	-1.06453	1.17588	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	R	0.786889
6.60363	-3.25075	2.77554	-1.0207	1.15294	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	L	0.752042
6.67002	-3.37484	2.69329	-0.971406	1.1312	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	R	1.43008
6.7309	-3.52983	2.73732	-0.937587	1.10072	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	L	1.12081
6.80254	-3.65629	2.69115	-0.894637	1.07875	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	R	1.11938
6.86198	-3.81754	2.73999	-0.876435	1.03548	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	L	2.01691
6.92668	-3.9294	2.6225	-0.841864	1.00725	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	R	2.50903
6.98397	-4.09049	2.66766	-0.835133	0.956744	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	L	2.54602
7.09617	-4.24027	2.83034	-0.794584	0.947922	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	R	2.66911
7.16685	-4.40321	2.86478	-0.790971	0.898073	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	L	2.28786
7.24549	-4.51497	2.75905	-0.762714	0.873755	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	R	2.12869
7.3013	-4.68316	2.78544	-0.776953	0.81059	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	L	3.47259
7.36542	-4.77701	2.6333	-0.756455	0.786163	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	R	3.25366
7.41296	-4.91688	2.64314	-0.768786	0.734275	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	L	2.52499
7.52337	-5.04964	2.86965	-0.744781	0.72664	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	R	6.48926
7.58257	-5.20097	2.8826	-0.761654	0.672858	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	L	2.59698
7.64061	-5.28639	2.59975	-0.744858	0.647214	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	R	8.43408
7.69961	-5.43483	2.60735	-0.761009	0.595126	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	L	2.30393
7.79785	-5.55414	2.70822	-0.742393	0.58312	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	R	3.20152
7.86958	-5.70555	2.72187	-0.757822	0.535412	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	L	1.82764
7.92914	-5.7902	2.45536	-0.7466	0.513307	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	R	7.25558
7.98575	-5.92868	2.45891	-0.765741	0.466211	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	L	1.80789
8.09491	-6.05096	2.61699	-0.749715	0.458663	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	R	2.82451
8.15977	-6.20598	2.63317	-0.776821	0.406787	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	L	2.12911
8.27758	-6.33609	2.77173	-0.762671	0.400235	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	R	1.97108
8.34847	-6.49804	2.78926	-0.792076	0.349259	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	L	1.9555
8.40984	-6.58985	2.54356	-0.790851	0.327905	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	R	5.90171
8.45919	-6.73655	2.54196	-0.82341	0.278038	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	L	1.90474
8.53793	-6.84559	2.52938	-0.820581	0.265714	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	R	0.807198
8.58014	-7.00801	2.54084	-0.865662	0.207215	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	L	2.51893
8.69081	-7.14347	2.72424	-0.855892	0.209024	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	R	3.28433
8.74803	-7.31587	2.74988	-0.897204	0.157359	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	L	1.9818
8.80674	-7.42485	2.55371	-0.90866	0.1329	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	R	4.62464
8.85907	-7.56886	2.56014	-0.936522	0.0985781	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	L	0.848891
8.96274	-7.7063	2.74352	-0.926941	0.107046	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	R	3.51705
9.02363	-7.86305	2.76058	-0.955176	0.0738429	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	L	0.780111
9.11051	-7.99457	2.8297	-0.955088	0.0718009	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	R	0.808081
9.15312	-8.15065	2.8457	-0.992314	0.0319437	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	L	1.13878
9.18615	-8.2568	2.56251	-1.01902	-0.00489741	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	R	8.51148
9.22798	-8.40246	2.56916	-1.04878	-0.0336222	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	L	0.619887
9.30108	-8.53365	2.61681	-1.05101	-0.0324879	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	R	0.281616
9.33758	-8.69108	2.6334	-1.08692	-0.0655433	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	L	0.789463
9.40373	-8.82724	2.6649	-1.09308	-0.0669462	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	R	0.202019
9.43553	-8.98713	2.68052	-1.12972	-0.098817	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	L	0.743283
9.50235	-9.12294	2.77265	-1.12985	-0.0902904	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	R	0.948026
9.52617	-9.28519	2.80131	-1.16972	-0.124489	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	L	0.893643
9.58103	-9.42891	2.80219	-1.18001	-0.127808	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	R	0.0739213
9.61278	-9.59562	2.82199	-1.21181	-0.1518	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	L	0.419613
9.66448	-9.73387	2.86274	-1.21725	-0.147519	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	R	0.25925
9.68711	-9.89141	2.88361	-1.24861	-0.170771	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	L	0.413355
9.71307	-10.016	2.79937	-1.27008	-0.188009	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	R	0.922258
9.75175	-10.1504	2.79955	-1.28086	-0.189335	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	L	0.0021291
9.76342	-10.2755	2.6195	-1.31636	-0.224559	9.77731	-10.3295	9.75	-10.3	0	-2.72851	R	4.10246
9.78807	-10.4252	2.63148	-1.3383	-0.233845	9.76557	-10.4501	9.75	-10.45	0	-2.72849	L	0.0720593
9.83808	-10.5846	2.7329	-1.33869	-0.216176	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	R	1.2307
9.86476	-10.7375	2.74124	-1.35666	-0.222038	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	L	0.0295366
9.87643	-10.8611	2.65624	-1.38237	-0.242054	9.84397	-10.9287	9.85	-10.9	0	-3.00318	R	0.993352
9.88562	-11.0077	2.67824	-1.40793	-0.255067	9.85693	-11.0512	9.85	-11.05	0	-3.00316	L	0.171116
9.90296	-11.1385	2.68977	-1.42083	-0.253724	9.74773	-11.0482	9.85	-11.2	0	-3.00013	R	0.398845
9.89752	-11.2954	2.72311	-1.45484	-0.274325	9.84407	-11.3565	9.85	-11.35	0	-3.00012	L	0.416225
9.91608	-11.4389	2.77189	-1.46325	-0.265196	9.79495	-11.4686	9.85	-11.5	0	-2.99592	R	0.432842
9.90339	-11.5981	2.80289	-1.49812	-0.286057	9.83943	-11.6467	9.85	-11.65	0	-2.99592	L	0.40814
9.84905	-11.7039	2.49155	-1.5784	-0.376513	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	R	14.5983
9.8216	-11.8499	2.50577	-1.61696	-0.393596	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	L	0.324094
9.80012	-11.9825	2.4491	-1.65466	-0.415797	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	R	0.897212
9.75015	-12.1326	2.47901	-1.70432	-0.441232	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	L	0.682735
9.71945	-12.2641	2.45808	-1.7387	-0.453574	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	R	0.241384
9.65518	-12.4202	2.50559	-1.79247	-0.480662	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	L	0.763646
9.56685	-12.5153	2.30494	-1.88792	-0.574313	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	R	9.00837
9.4828	-12.6495	2.34541	-1.94868	-0.601458	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	L	0.915214
9.36478	-12.7134	2.13796	-2.07713	-0.735117	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	R	16.0829
9.24056	-12.8305	2.21896	-2.16055	-0.777705	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	L	2.6788
9.11056	-12.9043	2.14034	-2.28398	-0.884888	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	R	8.38557
8.98656	-12.999	2.18945	-2.36119	-0.910373	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	L	1.23852
8.87349	-13.0728	2.18809	-2.4426	-0.950416	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	R	1.18901
8.72378	-13.1613	2.26974	-2.52576	-0.976933	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	L	1.71871
8.51121	-13.1846	2.33773	-2.73609	-1.19189	8.27267	-12.996	8.4	-13.15	-2.99683	0	R	26.1268
8.37231	-13.2209	2.36897	-2.81485	-1.20838	8.25965	-13.1488	8.25	-13.15	-2.9968	0	L	0.967342
8.25434	-13.2526	2.3389	-2.87245	-1.19268	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	R	1.1594
8.08975	-13.2858	2.40473	-2.95356	-1.20392	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	L	1.04846
7.93319	-13.3031	2.47543	-3.04453	-1.23865	7.86599	-13.4154	7.8	-13.25	-2.7295	0	R	1.08628
7.7587	-13.3088	2.53985	-3.12608	-1.24777	7.62489	-13.249	7.65	-13.25	-2.7295	0	L	1.19455
7.62783	-13.3061	2.54606	3.09332	-1.24854	7.50783	-13.2944	7.5	-13.25	-2.99994	0	R	0.103721
7.46545	-13.295	2.60941	3.02413	-1.25121	7.3419	-13.2474	7.35	-13.25	-2.99994	0	L	0.977819
7.29063	-13.255	2.7268	2.92553	-1.29331	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	R	2.06573
7.12495	-13.2121	2.76247	2.84955	-1.29574	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	L	0.454862
6.98996	-13.1672	2.70194	2.78656	-1.27966	6.79473	-13.0433	6.85	-13.15	-3.63709	0	R	1.10124
6.79949	-13.1317	2.8009	2.73515	-1.25736	6.65123	-13.1604	6.65	-13.15	-3.63709	0	L	1.39091
6.66568	-13.0767	2.82182	2.67526	-1.25547	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	R	0.214709
6.49287	-13.0261	2.90554	2.63251	-1.23301	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	L	1.18981
6.42841	-13.0177	2.45737	2.62017	-1.14213	6.27012	-13.1139	6.25	-13.05	-1.81729	0	R	22.5763
6.26405	-12.9761	2.53035	2.58911	-1.11006	6.14459	-13.0471	6.15	-13.05	-1.81729	0	L	1.2123
6.12277	-12.8851	2.66093	2.52136	-1.12485	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	R	1.644
5.96641	-12.8134	2.71606	2.48296	-1.10125	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	L	0.704672
5.86783	-12.746	2.63902	2.43952	-1.0849	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	R	0.884353
5.7075	-12.6874	2.71229	2.42593	-1.04479	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	L	1.76195
5.62707	-12.6337	2.5172	2.39387	-1.01326	5.45236	-12.7392	5.45	-12.7	-2.00001	1	R	4.58833
5.4849	-12.5734	2.56956	2.38067	-0.97684	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	L	1.33764
5.38317	-12.4796	2.61632	2.33366	-0.977234	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	R	0.312627
5.25174	-12.4005	2.65851	2.31429	-0.948255	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	L	0.879401
5.15666	-12.307	2.62672	2.27067	-0.939701	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	R	0.818432
5.03169	-12.2099	2.65531	2.24438	-0.915016	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	L	0.549299
4.91749	-12.0657	2.92611	2.19238	-0.931199	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	R	7.27051
4.81197	-11.9518	2.9456	2.16136	-0.915778	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	L	0.234968
4.7471	-11.8514	2.78932	2.12014	-0.906316	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	R	2.80606
4.66603	-11.7368	2.79458	2.08342	-0.897912	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	L	0.0567753
4.58175	-11.5937	2.93762	2.04084	-0.898115	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	R	2.0776
4.53131	-11.4584	2.92951	1.98697	-0.907041	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	L	0.0744926
4.46446	-11.3071	3.01845	1.94302	-0.905852	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	R	0.819592
4.42687	-11.1593	3.01617	1.887	-0.916479	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	L	0.0874161
4.43004	-11.0465	2.69335	1.81132	-0.944789	4.43672	-11.0976	4.45	-11.05	0	1.8168	R	9.94131
4.40677	-10.9091	2.6787	1.75626	-0.948322	4.43803	-10.9525	4.45	-10.95	0	1.81679	L	0.152043
4.37949	-10.7679	2.72829	1.71204	-0.94395	4.40556	-10.7068	4.45	-10.8	0	3.00139	R	0.264343
4.38618	-10.6336	2.71811	1.65034	-0.958647	4.45507	-10.6618	4.45	-10.65	0	3.00138	L	0.316264
4.4235	-10.5311	2.48727	1.56536	-1.00461	4.44716	-10.5583	4.45	-10.55	0	2.00041	R	6.21738
4.43197	-10.4121	2.47885	1.51306	-1.00692	4.45187	-10.4417	4.45	-10.45	0	2.00038	L	0.0670001
4.44029	-10.283	2.50152	1.46462	-1.00386	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	R	0.0995119
4.48143	-10.1506	2.51557	1.39616	-1.02151	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	L	0.327848
4.48731	-9.99849	2.62597	1.36723	-0.985444	4.56608	-10.005	4.55	-10	0	2.72717	R	2.10809
4.53077	-9.85347	2.63641	1.30548	-0.992639	4.55922	-9.84124	4.55	-9.85	0	2.72714	L	0.0583095
4.58293	-9.71564	2.61992	1.23998	-1.00586	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	R	0.172994
4.66313	-9.56745	2.6568	1.16428	-1.02507	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	L	0.462025
4.67807	-9.41776	2.78173	1.16819	-0.951343	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	R	4.70863
4.76449	-9.2769	2.82578	1.10243	-0.968104	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	L	0.468676
4.88396	-9.17305	2.75193	0.991628	-1.04914	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	R	4.14189
4.97814	-9.05186	2.77983	0.930315	-1.0571	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	L	0.148162
4.99532	-8.92091	2.82601	0.965227	-0.936828	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	R	9.19293
5.09665	-8.78971	2.87304	0.911223	-0.942625	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	L	0.323429
5.22318	-8.68139	2.86032	0.8292	-0.98219	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	R	1.16387
5.33991	-8.5669	2.87207	0.771655	-0.985257	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	L	0.0339276
5.37063	-8.43922	2.85573	0.811548	-0.859778	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	R	9.40847
5.49074	-8.3178	2.91217	0.765324	-0.861537	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	L	0.396341
5.60042	-8.21129	2.92698	0.722595	-0.862126	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	R	0.335953
5.72309	-8.10245	2.96331	0.679747	-0.861132	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	L	0.180255
5.7773	-7.98535	2.90711	0.709437	-0.753516	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	R	7.59331
5.88129	-7.89269	2.89569	0.674974	-0.750908	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	L	0.0609974
5.9653	-7.78684	2.87005	0.674188	-0.696349	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	R	2.17202
6.07349	-7.69074	2.87297	0.644713	-0.691494	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	L	0.157169
6.17317	-7.58442	2.83761	0.639693	-0.641015	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	R	1.88353
6.28875	-7.48853	2.82707	0.610371	-0.635915	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	L	0.199896
6.41245	-7.40322	2.85232	0.571653	-0.651033	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	R	1.21104
6.54256	-7.31001	2.88811	0.544267	-0.645557	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	L	0.224967
6.67761	-7.22999	2.88413	0.510375	-0.643141	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	R	0.00507683
6.80181	-7.15935	2.85486	0.477309	-0.641839	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	L	0.172254
6.86248	-7.07286	2.692	0.508209	-0.543002	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	R	8.51215
6.97783	-6.99993	2.69684	0.486214	-0.538169	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	L	0.112915
7.10836	-6.93019	2.68946	0.461231	-0.530036	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	R	0.13039
7.2512	-6.83434	2.73782	0.44634	-0.515466	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	L	0.673519
7.32844	-6.74612	2.56015	0.479892	-0.416345	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	R	9.67349
